pc1,pc2,pc3,pc4,label,label_name,filename,source_dataset,split
1.3741584,1.4302106,1.0099919,1.2765746,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3846.jpg,ddsm,train
1.4517308,2.235187,2.1620727,2.1927602,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2094.jpg,cmmd,train
2.858892,1.3211865,2.7430065,1.9295464,0,normal,Preprocessed_Dataset/ddsm/ddsm_1906.jpg,ddsm,train
3.0940368,1.116471,2.8675368,1.8780549,0,normal,Preprocessed_Dataset/ddsm/ddsm_1186.jpg,ddsm,train
1.098464,1.4970628,0.7672334,1.3797548,1,benign,Preprocessed_Dataset/ddsm/ddsm_6501.jpg,ddsm,train
1.8880224,1.8579712,2.3285663,2.1170115,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5402.jpg,ddsm,train
1.7728741,0.6003934,0.3804438,0.52235544,1,benign,Preprocessed_Dataset/cmmd/cmmd_2373.jpg,cmmd,train
1.3981978,2.6680286,2.316958,2.5923626,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5117.jpg,ddsm,train
2.6765816,1.250601,2.7387307,1.8328398,0,normal,Preprocessed_Dataset/ddsm/ddsm_750.jpg,ddsm,train
1.0595226,1.4843333,0.73512316,1.1888258,1,benign,Preprocessed_Dataset/ddsm/ddsm_10359.jpg,ddsm,train
1.5894862,2.2846599,2.234439,2.210098,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4088.jpg,cmmd,train
1.0297695,1.3543713,0.62563944,0.7588724,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_465.jpg,cdd-cesm,train
1.4723074,2.6659732,2.4014468,2.6142259,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3837.jpg,ddsm,train
2.7275903,1.1205015,2.5442176,1.2889712,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_213.jpg,cdd-cesm,train
2.1271107,1.5349541,2.2070436,1.6824538,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6231.jpg,ddsm,train
1.2521502,2.2242951,1.8722993,2.172606,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4909.jpg,ddsm,train
1.1381205,1.6938026,0.3917315,0.6638371,1,benign,Preprocessed_Dataset/inbreast/inbreast_57.jpg,inbreast,train
2.7852392,1.1112903,2.5975764,1.7592627,0,normal,Preprocessed_Dataset/ddsm/ddsm_2233.jpg,ddsm,train
1.6794113,2.2233453,2.2643669,2.1927483,2,malignant,Preprocessed_Dataset/cmmd/cmmd_262.jpg,cmmd,train
1.2399876,2.8243613,2.1730664,2.736043,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5817.jpg,ddsm,train
