pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,label,label_name,filename,source_dataset,split
1.6377757343254633,0.8063301199300852,1.028179299637322,1.7172662175876081,0.6839137509771651,0.6619936489996852,1.942898307146474,2.2312005918388396,0.85171026489082,2.060519880435381,1.8681908945858625,1.889371225449522,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2689.jpg,cmmd,train
2.037893327396951,0.8515887260830998,1.7896711046332423,1.0138028002844206,1.5820925509876935,2.5305475422949693,1.822704806994923,1.45493565581006,1.457662126347984,2.494820677823303,1.894115395048826,1.7109641629370127,1,benign,Preprocessed_Dataset/ddsm/ddsm_7979.jpg,ddsm,train
2.206746405672604,1.9415137199815553,1.7095348931180618,1.8817094244320112,1.2974965167121626,1.530207672434404,1.5663610324610864,1.0863451573982128,1.5340570044764128,1.409277612330344,1.1250420122648492,1.0932912349293065,1,benign,Preprocessed_Dataset/cmmd/cmmd_478.jpg,cmmd,train
1.9114504615973886,0.44631129186475693,0.9308117704718583,1.6165757106433918,1.394243940516181,0.8301816172309991,1.6025534247083038,1.49568812544373,2.170771197511821,0.8870874522393402,1.6804090150720694,1.481765025466212,0,normal,Preprocessed_Dataset/ddsm/ddsm_2486.jpg,ddsm,train
0.814958499610301,0.584222178939081,1.775892678012902,1.7229349753918697,1.0259024611828105,0.8223520176061843,1.0966598284286306,2.080218479707491,1.356694239098736,1.4325040139268435,1.9289330001823357,1.4272327206234339,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_913.jpg,cdd-cesm,train
2.2397364695444084,1.4539074672880616,1.7116526510897985,1.1523575232923526,0.8891755195838533,1.3497033634208853,1.9874364421673174,1.4114986270565963,1.2860898869852393,1.191188920413381,1.5784885937046989,2.49264774737106,1,benign,Preprocessed_Dataset/ddsm/ddsm_7534.jpg,ddsm,train
0.9188159149901862,2.1641738707035434,1.6169879256850928,1.2876730637843274,1.054246185302127,2.0104636193066425,2.096899103314974,1.7550624861292787,1.049160733805967,1.0188563331561804,1.6434148702850124,1.9655539731583211,1,benign,Preprocessed_Dataset/ddsm/ddsm_8572.jpg,ddsm,train
0.7509627540677322,0.40941893876964025,1.4764885686910683,0.7714487011329516,1.2715770905604533,2.0627651871215273,0.8379617004535481,1.504153571962573,1.6087416273688575,0.9746745226825406,1.4472383159113518,1.346265147673484,1,benign,Preprocessed_Dataset/ddsm/ddsm_7421.jpg,ddsm,train
1.8071191759849798,0.47262977997474365,1.9401800876584812,0.9933648478647339,0.7171653436871159,1.921550396341126,1.298265527957461,1.627864735486055,1.4902952948007804,0.4966284657610367,1.2624178946386873,1.7956707070976872,0,normal,Preprocessed_Dataset/ddsm/ddsm_1662.jpg,ddsm,train
2.2162337739218305,0.3465767634343594,1.0616002527999169,0.9216924386954162,1.133073056056361,1.4995503609885166,2.2201366471610484,0.9310847953016957,1.6552585993675362,1.3510767220153437,1.1325670366988287,1.9011902762803292,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5859.jpg,ddsm,train
